Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Depósito      | 1019   | -49843
Pagamento     | 716    | -50559
Pagamento     | 791    | -51350
Depósito      | 769    | -50581
Depósito      | 707    | -49874
Pagamento     | 469    | -50343
Depósito      | 439    | -49904
Depósito      | 362    | -49542
Pagamento     | 569    | -50111
Saque         | 564    | -50675
Saque         | 847    | -51522
Saque         | 452    | -51974
Depósito      | 709    | -51265
Depósito      | 446    | -50819
Pagamento     | 581    | -51400
Pagamento     | 290    | -51690
Depósito      | 598    | -51092
Depósito      | 870    | -50222
Depósito      | 491    | -49731
Depósito      | 331    | -49400
Depósito      | 653    | -48747
Depósito      | 418    | -48329
Depósito      | 624    | -47705
Pagamento     | 917    | -48622
Depósito      | 666    | -47956
Saque         | 726    | -48682
Saque         | 430    | -49112
Depósito      | 1128   | -47984
Depósito      | 537    | -47447
Depósito      | 799    | -46648
Saque         | 994    | -47642
Pagamento     | 601    | -48243
Pagamento     | 915    | -49158
Pagamento     | 386    | -49544
Depósito      | 506    | -49038
Depósito      | 1029   | -48009
Depósito      | 861    | -47148
Saque         | 558    | -47706
Depósito      | 346    | -47360
Saque         | 642    | -48002
Depósito      | 658    | -47344
Pagamento     | 618    | -47962
Depósito      | 653    | -47309
Depósito      | 596    | -46713
Depósito      | 643    | -46070
Depósito      | 396    | -45674
Depósito      | 509    | -45165
Depósito      | 776    | -44389
Pagamento     | 908    | -45297
Depósito      | 566    | -44731
Pagamento     | 60     | -44791
Depósito      | 702    | -44089
Saque         | 408    | -44497
Depósito      | 359    | -44138
Depósito      | 873    | -43265
Saque         | 708    | -43973
Pagamento     | 426    | -44399
Saque         | 670    | -45069
Depósito      | 638    | -44431
Depósito      | 52     | -44379
Saque         | 587    | -44966
Saque         | 861    | -45827
Depósito      | 19     | -45808
Saque         | 501    | -46309
Pagamento     | 264    | -46573
Pagamento     | 380    | -46953
Depósito      | 703    | -46250
Saque         | 781    | -47031
Depósito      | 579    | -46452
Depósito      | 194    | -46258
Depósito      | 564    | -45694
Saque         | 405    | -46099
Pagamento     | 473    | -46572
Depósito      | 468    | -46104
Pagamento     | 1018   | -47122
Depósito      | 511    | -46611
Depósito      | 725    | -45886
Saque         | 526    | -46412
Pagamento     | 314    | -46726
Depósito      | 544    | -46182
Depósito      | 523    | -45659
Saque         | 524    | -46183
Depósito      | 768    | -45415
Pagamento     | 832    | -46247
Saque         | 602    | -46849
Depósito      | 709    | -46140
Pagamento     | 487    | -46627
Pagamento     | 469    | -47096
Saque         | 908    | -48004
Depósito      | 832    | -47172
Pagamento     | 629    | -47801
Saque         | 1039   | -48840
Depósito      | 701    | -48139
Depósito      | 490    | -47649
Depósito      | 618    | -47031
Pagamento     | 637    | -47668
Pagamento     | 430    | -48098
Saque         | 506    | -48604
Pagamento     | 834    | -49438
Depósito      | 881    | -48557
Depósito      | 561    | -47996
Pagamento     | 822    | -48818
Saque         | 495    | -49313
Saque         | 140    | -49453
Depósito      | 1001   | -48452
Saque         | 496    | -48948
Saque         | 657    | -49605
Depósito      | 847    | -48758
Depósito      | 866    | -47892
Pagamento     | 426    | -48318
Saque         | 519    | -48837
Saque         | 632    | -49469
Saque         | 731    | -50200
Depósito      | 907    | -49293
Pagamento     | 851    | -50144
Depósito      | 502    | -49642
Saque         | 422    | -50064
Depósito      | 407    | -49657
Pagamento     | 763    | -50420
Depósito      | 664    | -49756
Depósito      | 526    | -49230
Saque         | 468    | -49698
Depósito      | 495    | -49203
Depósito      | 814    | -48389
Saque         | 434    | -48823
Depósito      | 693    | -48130
Depósito      | 515    | -47615
Depósito      | 542    | -47073
Depósito      | 155    | -46918
Depósito      | 785    | -46133
Depósito      | 613    | -45520
Depósito      | 333    | -45187
Saque         | 589    | -45776
Depósito      | 490    | -45286
Depósito      | 701    | -44585
Depósito      | 701    | -43884
Saque         | 509    | -44393
Saque         | 372    | -44765
Pagamento     | 223    | -44988
Saque         | 1087   | -46075
Depósito      | 380    | -45695
Saque         | 560    | -46255
Depósito      | 1009   | -45246
Depósito      | 523    | -44723
Depósito      | 919    | -43804
Saque         | 613    | -44417
Depósito      | 545    | -43872
Depósito      | 832    | -43040
Saque         | 849    | -43889
Depósito      | 614    | -43275
Pagamento     | 236    | -43511
Depósito      | 1100   | -42411
Depósito      | 748    | -41663
Pagamento     | 666    | -42329
Saque         | 294    | -42623
Depósito      | 548    | -42075
Pagamento     | 490    | -42565
Depósito      | 434    | -42131
Saque         | 1123   | -43254
Saque         | 329    | -43583
Depósito      | 510    | -43073
Depósito      | 557    | -42516
Depósito      | 689    | -41827
Depósito      | 1074   | -40753
Saque         | 722    | -41475
Depósito      | 356    | -41119
Depósito      | 474    | -40645
Depósito      | 548    | -40097
Depósito      | 399    | -39698
Pagamento     | 303    | -40001
Pagamento     | 454    | -40455
Depósito      | 627    | -39828
Depósito      | 242    | -39586
Depósito      | 551    | -39035
Pagamento     | 946    | -39981
Saque         | 891    | -40872
Pagamento     | 791    | -41663
Saque         | 802    | -42465
Pagamento     | 280    | -42745
Saque         | 594    | -43339
Pagamento     | 428    | -43767
Pagamento     | 611    | -44378
Saque         | 402    | -44780
Saque         | 981    | -45761
Depósito      | 132    | -45629
Depósito      | 708    | -44921
Depósito      | 987    | -43934
Depósito      | 573    | -43361
Depósito      | 346    | -43015
Depósito      | 539    | -42476
Saque         | 514    | -42990
Depósito      | 320    | -42670
Depósito      | 700    | -41970
Pagamento     | 660    | -42630
Pagamento     | 715    | -43345
Saque         | 410    | -43755
Saque         | 541    | -44296
Saque         | 427    | -44723
Depósito      | 851    | -43872
Saque         | 539    | -44411
Pagamento     | 701    | -45112
Saque         | 519    | -45631
Saque         | 434    | -46065
Depósito      | 546    | -45519
Pagamento     | 556    | -46075
Saque         | 1046   | -47121
Pagamento     | 456    | -47577
Depósito      | 476    | -47101
Depósito      | 463    | -46638
Saque         | 182    | -46820
Depósito      | 912    | -45908
Depósito      | 918    | -44990
Depósito      | 540    | -44450
Depósito      | 545    | -43905
Saque         | 407    | -44312
Saque         | 626    | -44938
Pagamento     | 96     | -45034
Depósito      | 429    | -44605
Depósito      | 850    | -43755
Depósito      | 691    | -43064
Pagamento     | 201    | -43265
Depósito      | 977    | -42288
Depósito      | 444    | -41844
Depósito      | 752    | -41092
Depósito      | 612    | -40480
Pagamento     | 618    | -41098
Saque         | 743    | -41841
Pagamento     | 499    | -42340
Depósito      | 478    | -41862
Saque         | 334    | -42196
Depósito      | 320    | -41876
Depósito      | 697    | -41179
Saque         | 724    | -41903
Depósito      | 667    | -41236
Pagamento     | 531    | -41767
Pagamento     | 117    | -41884
Pagamento     | 759    | -42643
Depósito      | 881    | -41762
Pagamento     | 345    | -42107
Depósito      | 820    | -41287
Depósito      | 725    | -40562
Depósito      | 160    | -40402
Pagamento     | 554    | -40956
Pagamento     | 1375   | -42331
Pagamento     | 782    | -43113
Saque         | 520    | -43633
Depósito      | 195    | -43438
Pagamento     | 845    | -44283
Pagamento     | 757    | -45040
Pagamento     | 282    | -45322
Depósito      | 655    | -44667
Saque         | 702    | -45369
Pagamento     | 696    | -46065
Pagamento     | 323    | -46388
Saque         | 573    | -46961
Depósito      | 372    | -46589
Depósito      | 990    | -45599
Pagamento     | 731    | -46330
Depósito      | 671    | -45659
Depósito      | 706    | -44953
Pagamento     | 605    | -45558
Depósito      | 729    | -44829
Saque         | 824    | -45653
Pagamento     | 214    | -45867
Depósito      | 887    | -44980
Saque         | 427    | -45407
Pagamento     | 986    | -46393
Depósito      | 726    | -45667
Depósito      | 492    | -45175
Saque         | 765    | -45940
Saque         | 884    | -46824
Pagamento     | 381    | -47205
Saque         | 813    | -48018
Saque         | 625    | -48643
Pagamento     | 956    | -49599
Pagamento     | 548    | -50147
Pagamento     | 751    | -50898
Depósito      | 800    | -50098
Saque         | 543    | -50641
Saque         | 620    | -51261
Depósito      | 769    | -50492
Depósito      | 721    | -49771
Depósito      | 515    | -49256
Depósito      | 753    | -48503
Saque         | 731    | -49234
Depósito      | 573    | -48661
Depósito      | 766    | -47895
Saque         | 675    | -48570
Saque         | 259    | -48829
Saque         | 404    | -49233
Depósito      | 323    | -48910
Pagamento     | 681    | -49591
Saque         | 760    | -50351
Depósito      | 387    | -49964
Saque         | 438    | -50402
Saque         | 994    | -51396
Pagamento     | 640    | -52036
Pagamento     | 789    | -52825
Depósito      | 601    | -52224
Pagamento     | 381    | -52605
Depósito      | 447    | -52158
Saque         | 643    | -52801
Depósito      | 953    | -51848
Saque         | 369    | -52217
Pagamento     | 878    | -53095
Depósito      | 530    | -52565
Saque         | 591    | -53156
Depósito      | 660    | -52496
Saque         | 625    | -53121
Saque         | 390    | -53511
Saque         | 800    | -54311
Depósito      | 810    | -53501
Depósito      | 860    | -52641
Depósito      | 419    | -52222
Depósito      | 355    | -51867
Depósito      | 778    | -51089
Depósito      | 307    | -50782
Depósito      | 430    | -50352
Depósito      | 689    | -49663
Depósito      | 610    | -49053
Saque         | 239    | -49292
Depósito      | 716    | -48576
Depósito      | 876    | -47700
Depósito      | 683    | -47017
Saque         | 228    | -47245
Saque         | 566    | -47811
Depósito      | 746    | -47065
Depósito      | 991    | -46074
Saque         | 646    | -46720
Saque         | 806    | -47526
Depósito      | 314    | -47212
Depósito      | 665    | -46547
Saque         | 1016   | -47563
Depósito      | 998    | -46565
Pagamento     | 858    | -47423
Depósito      | 574    | -46849
Saque         | 244    | -47093
Depósito      | 313    | -46780
Depósito      | 941    | -45839
Depósito      | 536    | -45303
Depósito      | 837    | -44466
Pagamento     | 239    | -44705
Depósito      | 1079   | -43626
Depósito      | 872    | -42754
Depósito      | 74     | -42680
Pagamento     | 741    | -43421
Pagamento     | 821    | -44242
Saque         | 684    | -44926
Saque         | 399    | -45325
Depósito      | 821    | -44504
Depósito      | 592    | -43912
Depósito      | 1008   | -42904
Depósito      | 811    | -42093
Saque         | 527    | -42620
Depósito      | 270    | -42350
Depósito      | 833    | -41517
Depósito      | 526    | -40991
Depósito      | 806    | -40185
Depósito      | 1028   | -39157
Saque         | 506    | -39663
Depósito      | 278    | -39385
Pagamento     | 579    | -39964
Depósito      | 254    | -39710
